# started on Wed Jul  9 10:30:17 2025

0.002875049,CPU0,213661,,cycles,3462227,100.00,,
0.002875049,CPU1,204949,,cycles,3457347,100.00,,
0.002875049,CPU2,207105,,cycles,3399689,100.00,,
0.002875049,CPU3,130439,,cycles,3400184,100.00,,
0.002875049,CPU4,98112,,cycles,3423498,100.00,,
0.002875049,CPU5,473269,,cycles,3422701,100.00,,
0.002875049,CPU6,69400,,cycles,3401665,100.00,,
0.002875049,CPU7,820612,,cycles,3464842,100.00,,
0.002875049,CPU8,113165,,cycles,3458712,100.00,,
0.002875049,CPU9,299522,,cycles,3462152,100.00,,
0.002875049,CPU10,9272142,,cycles,3399530,100.00,,
0.002875049,CPU11,313058,,cycles,3429877,100.00,,
0.002875049,CPU12,155159,,cycles,3476671,100.00,,
0.002875049,CPU13,146015,,cycles,3486698,100.00,,
0.002875049,CPU14,1939740,,cycles,3481567,100.00,,
0.002875049,CPU15,240311,,cycles,3515738,100.00,,
0.002875049,CPU0,122081,,instructions,3461779,100.00,0.57,insn per cycle
0.002875049,CPU1,82638,,instructions,3455530,100.00,0.40,insn per cycle
0.002875049,CPU2,80592,,instructions,3398325,100.00,0.39,insn per cycle
0.002875049,CPU3,94395,,instructions,3401093,100.00,0.72,insn per cycle
0.002875049,CPU4,65700,,instructions,3424784,100.00,0.67,insn per cycle
0.002875049,CPU5,415111,,instructions,3420712,100.00,0.88,insn per cycle
0.002875049,CPU6,51277,,instructions,3399172,100.00,0.74,insn per cycle
0.002875049,CPU7,461992,,instructions,3462927,100.00,0.56,insn per cycle
0.002875049,CPU8,55121,,instructions,3458596,100.00,0.49,insn per cycle
0.002875049,CPU9,144787,,instructions,3461403,100.00,0.48,insn per cycle
0.002875049,CPU10,10951659,,instructions,3397652,100.00,1.18,insn per cycle
0.002875049,CPU11,157571,,instructions,3429035,100.00,0.50,insn per cycle
0.002875049,CPU12,94411,,instructions,3482919,100.00,0.61,insn per cycle
0.002875049,CPU13,65303,,instructions,3486113,100.00,0.45,insn per cycle
0.002875049,CPU14,1523119,,instructions,3480833,100.00,0.79,insn per cycle
0.002875049,CPU15,102474,,instructions,3514848,100.00,0.43,insn per cycle
0.002875049,CPU0,1801,,branch-misses,3460956,100.00,,
0.002875049,CPU1,1151,,branch-misses,3454634,100.00,,
0.002875049,CPU2,1339,,branch-misses,3397377,100.00,,
0.002875049,CPU3,423,,branch-misses,3401411,100.00,,
0.002875049,CPU4,319,,branch-misses,3424537,100.00,,
0.002875049,CPU5,1544,,branch-misses,3419686,100.00,,
0.002875049,CPU6,279,,branch-misses,3399869,100.00,,
0.002875049,CPU7,4735,,branch-misses,3461215,100.00,,
0.002875049,CPU8,474,,branch-misses,3458103,100.00,,
0.002875049,CPU9,1238,,branch-misses,3460685,100.00,,
0.002875049,CPU10,33424,,branch-misses,3396681,100.00,,
0.002875049,CPU11,1288,,branch-misses,3428141,100.00,,
0.002875049,CPU12,643,,branch-misses,3486329,100.00,,
0.002875049,CPU13,382,,branch-misses,3485326,100.00,,
0.002875049,CPU14,10757,,branch-misses,3480224,100.00,,
0.002875049,CPU15,1571,,branch-misses,3515973,100.00,,
0.002875049,CPU0,3294,,L1-dcache-load-misses [cpu],3459626,100.00,,
0.002875049,CPU1,2320,,L1-dcache-load-misses [cpu],3453342,100.00,,
0.002875049,CPU2,2142,,L1-dcache-load-misses [cpu],3396195,100.00,,
0.002875049,CPU3,2712,,L1-dcache-load-misses [cpu],3401248,100.00,,
0.002875049,CPU4,1240,,L1-dcache-load-misses [cpu],3424722,100.00,,
0.002875049,CPU5,9218,,L1-dcache-load-misses [cpu],3418290,100.00,,
0.002875049,CPU6,1065,,L1-dcache-load-misses [cpu],3400175,100.00,,
0.002875049,CPU7,9376,,L1-dcache-load-misses [cpu],3459330,100.00,,
0.002875049,CPU8,1313,,L1-dcache-load-misses [cpu],3457798,100.00,,
0.002875049,CPU9,3417,,L1-dcache-load-misses [cpu],3459847,100.00,,
0.002875049,CPU10,152729,,L1-dcache-load-misses [cpu],3395550,100.00,,
0.002875049,CPU11,3675,,L1-dcache-load-misses [cpu],3427038,100.00,,
0.002875049,CPU12,1788,,L1-dcache-load-misses [cpu],3486777,100.00,,
0.002875049,CPU13,1366,,L1-dcache-load-misses [cpu],3484458,100.00,,
0.002875049,CPU14,26067,,L1-dcache-load-misses [cpu],3479510,100.00,,
0.002875049,CPU15,3116,,L1-dcache-load-misses [cpu],3516626,100.00,,
0.002875049,CPU0,15406,,L1-icache-load-misses [cpu],3458224,100.00,,
0.002875049,CPU1,13138,,L1-icache-load-misses [cpu],3451981,100.00,,
0.002875049,CPU2,12915,,L1-icache-load-misses [cpu],3394846,100.00,,
0.002875049,CPU3,7614,,L1-icache-load-misses [cpu],3401123,100.00,,
0.002875049,CPU4,4362,,L1-icache-load-misses [cpu],3424612,100.00,,
0.002875049,CPU5,26560,,L1-icache-load-misses [cpu],3416740,100.00,,
0.002875049,CPU6,5954,,L1-icache-load-misses [cpu],3400205,100.00,,
0.002875049,CPU7,48978,,L1-icache-load-misses [cpu],3457024,100.00,,
0.002875049,CPU8,6999,,L1-icache-load-misses [cpu],3456900,100.00,,
0.002875049,CPU9,18821,,L1-icache-load-misses [cpu],3458699,100.00,,
0.002875049,CPU10,218940,,L1-icache-load-misses [cpu],3394108,100.00,,
0.002875049,CPU11,17607,,L1-icache-load-misses [cpu],3425646,100.00,,
